r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs,(Intercept),n_records
0.9998474161146601,0.9998427923605588,0.21238074777485935,216241.47699657734,1.4700014809295224e-64,1,5.594972316171914,-5.189944632343828,-0.52390044787558665,1.4884842068384783,33,35,-0.04304646681662436,9.98936781382406e-6
