n_records,workers,cluster_strategy,reps,mean_sequential_sec,median_sequential_sec,sd_sequential_sec,se_sequential_sec,ci95_sequential_sec,mean_parallel_sec,median_parallel_sec,sd_parallel_sec,se_parallel_sec,ci95_parallel_sec,mean_speedup,median_speedup,sd_speedup,se_speedup,ci95_speedup,mean_sequential_per_sample_microsec,mean_parallel_per_sample_microsec,all_equivalence_checks_passed,max_abs_pbio_diff,max_abs_rcs_diff
10000,4,persistent_cluster,5,0.1594000000000002,0.1260000000000003,0.07416063645897335,0.03316564487538274,0.09208259237498467,0.12859999999999988,0.12199999999999989,0.04996798975344128,0.02234636435754153,0.06204345393946262,1.2376713437934377,1.369565217391313,0.2028297824596618,0.09070823628825964,0.25184643864366335,15.94000000000002,12.859999999999989,TRUE,0,0
50000,4,persistent_cluster,5,0.5979999999999996,0.5950000000000006,0.00911043357914422,0.00407430975749263,0.01131209738325004,0.3610000000000005,0.3710000000000005,0.02199999999999952,0.00983869910099886,0.02731660796048221,1.661018984373986,1.6037735849056602,0.09565580411016827,0.042778576086548,0.11877236818282758,11.959999999999994,7.2200000000000095,TRUE,0,0
100000,4,persistent_cluster,5,1.1854000000000002,1.177999999999999,0.03226143208228814,0.01442775103749777,0.04005785874707308,0.7715999999999994,0.7759999999999998,0.06232415262159527,0.02787220838039175,0.07738565652879159,1.544178457020409,1.599226804123716,0.12824158771068883,0.05735138153272037,0.1592329625328526,11.854000000000005,7.715999999999994,TRUE,0,0
500000,4,persistent_cluster,5,5.935999999999999,5.878,0.13364131097830492,0.05976621118993574,0.16593760451451467,4.197399999999999,4.18,0.18649209098511635,0.08340179854175916,0.2315605153259597,1.4153124620339024,1.4093288910042854,0.03223414852935157,0.01441554946169099,0.04002398174164864,11.871999999999998,8.394799999999998,TRUE,0,0
1000000,4,persistent_cluster,5,11.684799999999996,11.714,0.1050675972886036,0.04698765795397805,0.13045865293103054,7.977600000000001,7.9199999999999875,0.30810598825728286,0.13778918680360727,0.3825641132500598,1.4662699942031423,1.4546717171717178,0.05249171032481282,0.0234750065083018,0.06517706691446089,11.684799999999996,7.977600000000001,TRUE,0,0
2000000,4,persistent_cluster,5,22.878599999999995,22.863,0.1943895573326886,0.08693365286239688,0.24136651496676595,15.417200000000014,15.517000000000024,0.15504741210353212,0.0693393106397843,0.19251678962361837,1.484066233064303,1.4946832506283396,0.01748985848274967,0.00782170249685592,0.02171652761170898,11.439299999999998,7.708600000000008,TRUE,0,0
5000000,4,persistent_cluster,5,57.16780000000002,57.21600000000001,0.4191106059263923,0.18743196098850787,0.5203945506441664,36.62480000000001,36.372999999999934,0.9203500421035424,0.4115930514476629,1.1427655130252872,1.5614843871730644,1.567151458499441,0.02939614763076762,0.01314635687580315,0.03650013819900703,11.433560000000003,7.324960000000001,TRUE,0,0
