n_profiles,mean_elapsed_seconds,mean_cost_us
10000,0.1245999999999997,12.459999999999969
50000,0.5841999999999998,11.683999999999996
100000,1.1764,11.764
500000,5.880399999999999,11.760799999999998
1000000,11.680800000000003,11.680800000000003
2000000,22.777400000000007,11.388700000000004
5000000,55.772000000000006,11.1544
